code,rcn,title
NFRP-04-2014,"664942","EU concerted development of Member State research on radioactive waste management"
NFRP-05-2014,"664943","Supporting the licensing of geological repositories"
NFRP-06-2014,"664944","Supporting the implementation of the first-of-the-kind geological repositories"
NFRP-07-2015,"664945","Integrating radiation research in the European Union"
NFRP-08-2015,"664946","High density uranium fuel and targets for the production of medical radioisotopes"
NFRP-09-2015,"664947","Transmutation of minor actinides (Towards industrial application)"
NFRP-10-2014,"664948","Education and training (Bologna and Copenhagen processes)"
NFRP-11-2015,"664949","Modelling and analysing the energy system, its transformation and impacts."
NFRP-12-2015,"664950","Nuclear developments and interaction with society"
NFRP-13-2014,"664951","Fostering the network of National Contact Points"
NFRP-14-2014,"664952","Regional initiative aiming at nuclear research and training capacity building"
NFRP-15-2014,"664953","Specific support to the work of the Sustainable Nuclear Energy Technology Platform"
EURO-1-2014,"664954","Resilient and sustainable economic and monetary union in Europe"
EURO-2-2014,"664955","The European growth agenda"
EURO-3-2014,"664956","European societies after the crisis"
EURO-4-2014,"664957","Political challenges for Europe"
EURO-5-2015,"664958","ERA-NET on Smart Urban Futures"
EURO-6-2015,"664959","Meeting new societal needs by using emerging technologies in the public sector"
YOUNG-1-2014,"664960","Early job insecurity and labour market exclusion"
YOUNG-2-2014,"664961","Youth mobility: opportunities, impacts, policies"
YOUNG-3-2015,"664962","Lifelong learning for young adults: better policies for growth and inclusion in Europe"
YOUNG-4-2015,"664963","The young as a driver of social change"
YOUNG-5a-2014,"664964","Societal and political engagement of young people and their perspectives on Europe"
REFLECTIVE-1-2014,"664965","ERA-NET on Uses of the past"
REFLECTIVE-2-2015,"664966","Emergence and transmission of European cultural heritage and Europeanisation"
REFLECTIVE-3-2015,"664967","European cohesion, regional and urban policies and the perceptions of Europe"
REFLECTIVE-4-2015,"664968","Cultural opposition in the former socialist countries"
REFLECTIVE-5-2015,"664969","The cultural heritage of war in contemporary Europe"
AAT.2012.4.1-5.,"18191","Production"
REFLECTIVE-6-2015,"664970","Innovation ecosystems of digital cultural assets"
ISSI-4-2015,"665147","On-line mechanisms for knowledge-based policy advice"
REFLECTIVE-7-2014,"664971","Advanced 3D modelling for accessing and understanding European cultural assets"
REFLECTIVE-8-2015,"664972","Communication and dissemination platform"
REFLECTIVE-9-2014,"664973","Social Platform on Reflective Societies"
REFLECTIVE-10-2014,"664974","Mobilising the network of National Contact Points in Societal Challenge 6"
INT-01-2014,"664975","Enhancing and focusing research and innovation cooperation with the Union’s key international partner countries - proposals targeting Russia and China"
INT-01-2015,"664976","Enhancing and focusing research and innovation cooperation with the Union’s key international partner countries - proposals targeting Australia, USA, Brazil, South Africa, Ukraine"
INT-02-2014,"664977","Encouraging the research and innovation cooperation between the Union and selected regional partners – proposals targeting Black Sea, Middle East, Africa"
INT-02-2015,"664978","Encouraging the research and innovation cooperation between the Union and selected regional partners – proposals targeting Southern Mediterranean Neighbourhood, Eastern Partnership"
INT-03-2015,"664979","Europe's contribution to a value-based global order and its contestants"
INT-04-2015,"664980","The European Union's contribution to global development: in search of greater policy coherence"
INT-05-2015,"664981","Rethinking the European Union crisis response mechanism in light of recent conflicts"
INT-06-2015,"664982","Re-invigorating the partnership between the two shores of the Mediterranean"
INT-07-2015,"664983","Towards a new geopolitical order in the South and East Mediterranean region"
INT-08-2015,"664984","The European Union and the Eastern Partnership"
INT-09-2015,"664985","The European Union, Turkey and its wider neighbourhood: challenges and opportunities"
INT-10-2015,"664986","The European Union and integration challenges in the Balkans"
INT-11-2015,"664987","European cultural and science diplomacy: exploiting the potential of culture and science in the EU’s external relations"
INT-12-2015,"664988","The cultural, scientific and social dimension of EU-LAC relations"
INSO-1-2014,"664989","ICT-enabled open government"
INSO-1-2015,"664990","ICT-enabled open government"
INSO-2-2014,"664991","Understanding and supporting business model innovation"
INSO-3-2014,"664992","The economic impact of the Innovation Union"
INSO-4-2015,"664993","Innovative schemes for open innovation and science 2.0"
INSO-5-2015,"664994","Social innovation Community"
INSO-6-2014,"664995","Platform for ICT for Learning and Inclusion"
INSO-7-2014,"664996","Towards joint programming under Horizon 2020"
INSO-8-2014,"664997","Synchronised Call initiatives"
INSO-9-2015,"664998","Innovative mobile e-government applications by SMEs"
INSO-10-2015,"664999","SME business model innovation"
LCE-18-2015,"665000","Supporting Joint Actions on demonstration and validation of innovative energy solutions"
NMP-01-2014,"665001","Open access pilot lines for cost-effective nanocomposites"
NMP-02-2015,"665002","Integration of novel nano materials into existing production lines"
NMP-03-2015,"665003","Manufacturing and control of nanoporous materials"
NMP-04-2014,"665004","High-definition printing of multifunctional materials"
NMP-05-2014,"665005","Industrial-scale production of nanomaterials for printing applications"
NMP-06-2015,"665006","Novel nanomatrices and nanocapsules"
NMP-07-2015,"665007","Additive manufacturing for tabletop nanofactories"
NMP-08-2014,"665008","Scale-up of nanopharmaceuticals production"
NMP-09-2014,"665009","Networking of SMEs in the nano-biomedical sector"
NMP-10-2014,"665010","Biomaterials for the treatment of diabetes mellitus"
NMP-11-2015,"665011","Nanomedicine therapy for cancer"
NMP-12-2015,"665012","Biomaterials for treatment and prevention of Alzheimer's disease"
NMP-13-2014,"665013","Storage of energy produced by decentralised sources"
NMP-14-2015,"665014","ERA-NET on Materials (including Materials for Energy)"
NMP-15-2015,"665015","Materials innovations for optimisation of cooling in power plants"
NMP-16-2015,"665016","Extended in-service service of advanced functional materials in energy technologies (capture, conversion, storage and/or transmission of energy)"
NMP-17-2014,"665017","Post-lithium ion batteries for electric automotive applications"
NMP-18-2014,"665018","Materials solutions for use in the creative industry sector"
NMP-19-2015,"665019","Materials for severe operating conditions, including added-value functionalities"
NMP-20-2014,"665020","Widening materials models"
NMP-21-2014,"665021","Materials-based solutions for protection or preservation of European cultural heritage"
NMP-22-2015,"665022","Fibre-based materials for non-clothing applications"
NMP-23-2015,"665023","Novel materials by design for substituting critical materials"
NMP-24-2015,"665024","Low-energy solutions for drinking water production"
NMP-25-2014,"665025","Accelerating the uptake of nanotechnologies, advanced materials or advanced manufacturing and processing technologies by SMEs"
NMP-26-2014,"665026","Joint EU &amp; MS activity on the next phase of research in support of regulation 'NANOREG II'"
NMP-27-2014,"665027","Coordination of EU and international efforts in safety of nanotechnology"
NMP-28-2014,"665028","Assessment of environmental fate of nanomaterials"
NMP-29-2015,"665029","Increasing the capacity to perform nano-safety assessment"
NMP-30-2015,"665030","Next generation tools for risk governance of nanomaterials"
NMP-31-2014,"665031","Novel visualization tools for enhanced nanotechnology awareness"
NMP-32-2015,"665032","Societal engagement on responsible nanotechnology"
NMP-33-2014,"665033","The materials 'common house'"
NMK 34-2014,"665034","Networking and sharing of best practises in management of new advanced materials through the eco-design of products,  eco-innovation, and product life cycle management"
NMP-35-2014,"665035","Business models with new supply chains for sustainable customer-driven small series production"
NMP-36-2014,"665036","Facilitating knowledge management, networking and coordination in NMP"
ENV.2011.2.1.5-2,"16368","Furthering Strategic Urban Research"
ECSEL-12-2015,"669210","Smart Energy"
NMP-37-2014,"665037","Practical experience and facilitating combined funding for large-scale RDI initiatives"
NMP-38-2014,"665038","Presidency events"
NMP-39-2014,"665039","Support for NCPs"
FoF-01-2014,"665040","Process optimisation of manufacturing assets"
FoF-02-2014,"665041","Manufacturing  processes for complex structures and geometries with efficient use of material"
FoF-03-2014,"665042","Global energy and other resources efficiency in manufacturing enterprises"
FoF-04-2014,"665043","Developing smart factories that are attractive to workers"
FoF-05-2014,"665044","Innovative Product-Service design using manufacturing intelligence"
FoF-06-2014,"665045","Symbiotic human-robot collaboration for safe and dynamic multimodal manufacturing systems"
FoF-07-2014,"665046","Support for the enhancement of the impact of FoF PPP projects"
FoF-08-2015,"665047","ICT-enabled modelling, simulation, analytics and forecasting technologies"
FoF-09-2015,"665048","ICT Innovation for Manufacturing SMEs (I4MS)"
FoF-10-2015,"665049","Manufacturing of custom made parts for personalised products"
FoF-11-2015,"665050","Flexible production systems based on integrated tools for rapid reconfiguration of machinery and robots"
FoF-12-2015,"665051","Industrial technologies for advanced joining and assembly processes for multi-materials"
FoF-13-2015,"665052","Re-use and remanufacturing technologies and equipment for sustainable product lifecycle management"
FoF-14-2015,"665053","Integrated design and management of production machinery and processes"
EeB-01-2014,"665054","Materials for building envelope"
EeB-02-2014,"665055","Adaptable envelopes integrated in building refurbishment projects"
EeB-03-2014,"665056","Development of new self-inspection techniques and quality check methodologies for efficient construction processes"
